GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,ABDJE001,ABDJE002,ABDJE003,ABDJE004,ABDJE005,ABDJE006,ABDJE007,ABDJE008,NAME_M,ABDJM001,ABDJM002,ABDJM003,ABDJM004,ABDJM005,ABDJM006,ABDJM007,ABDJM008
"G0400050","2010-2014","AZ",,,"Arizona","04","Coconino County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04005",,,"Coconino County, Arizona",127035,13963,16259,7350,6370,8864,2620,71609,"Coconino County, Arizona",1028,1190,1597,1174,957,979,487,1819
"G0400070","2010-2014","AZ",,,"Arizona","04","Gila County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04007",,,"Gila County, Arizona",52263,4660,7045,3356,3406,3952,1108,28736,"Gila County, Arizona",395,770,1109,704,651,680,331,1252
"G0400090","2010-2014","AZ",,,"Arizona","04","Graham County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04009",,,"Graham County, Arizona",32916,4077,3081,1945,2464,2501,707,18141,"Graham County, Arizona",544,790,698,516,640,548,255,1062
"G0400110","2010-2014","AZ",,,"Arizona","04","Greenlee County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04011",,,"Greenlee County, Arizona",8647,638,627,629,542,778,465,4968,"Greenlee County, Arizona",66,201,234,220,186,239,272,404
"G0400120","2010-2014","AZ",,,"Arizona","04","La Paz County","012",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04012",,,"La Paz County, Arizona",20108,1340,2366,1514,1779,2484,787,9838,"La Paz County, Arizona",128,280,533,446,507,583,309,834
"G0400130","2010-2014","AZ",,,"Arizona","04","Maricopa County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04013",,,"Maricopa County, Arizona",3895963,317845,348903,197058,196405,257931,107469,2470352,"Maricopa County, Arizona",2278,7328,8059,6920,6097,7138,5214,12290
"G0400150","2010-2014","AZ",,,"Arizona","04","Mohave County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04015",,,"Mohave County, Arizona",195144,16727,22109,14342,12714,16046,6782,106424,"Mohave County, Arizona",1449,1603,2427,1684,1679,1311,1224,2945
"G0400170","2010-2014","AZ",,,"Arizona","04","Navajo County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04017",,,"Navajo County, Arizona",104710,15688,16450,8821,7006,7389,3732,45624,"Navajo County, Arizona",444,1137,1331,1216,1015,1017,739,1576
"G0400190","2010-2014","AZ",,,"Arizona","04","Pima County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04019",,,"Pima County, Arizona",967318,85789,98440,55111,53082,70105,26659,578132,"Pima County, Arizona",1600,3375,3544,3072,2948,3034,2274,6252
"G0400210","2010-2014","AZ",,,"Arizona","04","Pinal County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04021",,,"Pinal County, Arizona",364937,29421,31976,19124,19234,30913,15236,219033,"Pinal County, Arizona",1533,2873,3105,2325,2609,3067,2059,4723
"G0400230","2010-2014","AZ",,,"Arizona","04","Santa Cruz County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04023",,,"Santa Cruz County, Arizona",46840,4149,7303,3924,3989,4461,1470,21544,"Santa Cruz County, Arizona",187,829,1240,1023,952,909,504,1500
"G0400250","2010-2014","AZ",,,"Arizona","04","Yavapai County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04025",,,"Yavapai County, Arizona",210479,15931,17882,9926,11916,16486,6918,131420,"Yavapai County, Arizona",382,1498,1810,1349,1481,1687,1130,2714
"G0400270","2010-2014","AZ",,,"Arizona","04","Yuma County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US04027",,,"Yuma County, Arizona",193755,15389,24756,16652,15744,18702,6474,96038,"Yuma County, Arizona",1434,1892,2281,1764,1643,2008,923,2558
"G0500010","2010-2014","AR",,,"Arkansas","05","Arkansas County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05001",,,"Arkansas County, Arkansas",18558,1098,2179,1214,1353,1219,980,10515,"Arkansas County, Arkansas",108,255,469,329,297,310,341,578
"G0500030","2010-2014","AR",,,"Arkansas","05","Ashley County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05003",,,"Ashley County, Arkansas",21191,1568,2637,1985,1386,2296,769,10550,"Ashley County, Arkansas",93,394,489,503,373,478,367,777
"G0500050","2010-2014","AR",,,"Arkansas","05","Baxter County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05005",,,"Baxter County, Arkansas",40464,2062,3957,2595,3184,3643,1402,23621,"Baxter County, Arkansas",256,427,605,527,633,651,449,1164
"G0500070","2010-2014","AR",,,"Arkansas","05","Benton County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05007",,,"Benton County, Arkansas",229736,11409,15494,11712,13352,17050,7226,153493,"Benton County, Arkansas",490,1407,1600,1561,2137,2206,1208,2957
"G0500090","2010-2014","AR",,,"Arkansas","05","Boone County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05009",,,"Boone County, Arkansas",36616,2268,3909,1979,2923,3773,1456,20308,"Boone County, Arkansas",137,515,625,444,807,595,502,1092
"G0500110","2010-2014","AR",,,"Arkansas","05","Bradley County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05011",,,"Bradley County, Arkansas",11170,1357,1932,970,741,920,285,4965,"Bradley County, Arkansas",92,377,344,293,281,264,146,492
"G0500130","2010-2014","AR",,,"Arkansas","05","Calhoun County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05013",,,"Calhoun County, Arkansas",5144,256,604,502,337,510,315,2620,"Calhoun County, Arkansas",32,105,178,215,128,176,197,272
"G0500150","2010-2014","AR",,,"Arkansas","05","Carroll County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05015",,,"Carroll County, Arkansas",27276,1608,3269,1864,1982,2906,1611,14036,"Carroll County, Arkansas",141,481,652,514,538,756,578,975
"G0500170","2010-2014","AR",,,"Arkansas","05","Chicot County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05017",,,"Chicot County, Arkansas",10783,1350,2140,843,683,985,206,4576,"Chicot County, Arkansas",437,322,333,224,264,329,138,479
"G0500190","2010-2014","AR",,,"Arkansas","05","Clark County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05019",,,"Clark County, Arkansas",19999,2205,2530,1153,962,2008,667,10474,"Clark County, Arkansas",430,428,521,337,261,422,321,680
"G0500210","2010-2014","AR",,,"Arkansas","05","Clay County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05021",,,"Clay County, Arkansas",15410,1140,2005,1110,1395,1724,710,7326,"Clay County, Arkansas",93,241,378,264,308,329,250,460
"G0500230","2010-2014","AR",,,"Arkansas","05","Cleburne County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05023",,,"Cleburne County, Arkansas",25385,1279,2760,1371,1958,2060,868,15089,"Cleburne County, Arkansas",203,363,741,355,486,435,368,826
"G0500250","2010-2014","AR",,,"Arkansas","05","Cleveland County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05025",,,"Cleveland County, Arkansas",8510,672,916,282,361,556,236,5487,"Cleveland County, Arkansas",98,212,259,123,149,209,125,343
"G0500270","2010-2014","AR",,,"Arkansas","05","Columbia County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05027",,,"Columbia County, Arkansas",22826,2404,3719,1274,1070,1402,509,12448,"Columbia County, Arkansas",389,416,701,320,326,371,198,714
"G0500290","2010-2014","AR",,,"Arkansas","05","Conway County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05029",,,"Conway County, Arkansas",20899,1711,3026,949,1113,2042,723,11335,"Conway County, Arkansas",97,512,451,275,308,684,291,705
"G0500310","2010-2014","AR",,,"Arkansas","05","Craighead County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05031",,,"Craighead County, Arkansas",96149,8608,12038,5479,4799,7901,3591,53733,"Craighead County, Arkansas",865,1081,1511,989,1072,1213,748,2146
"G0500330","2010-2014","AR",,,"Arkansas","05","Crawford County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05033",,,"Crawford County, Arkansas",61202,4559,6966,3756,4360,5268,2101,34192,"Crawford County, Arkansas",190,946,913,809,993,933,592,1428
"G0500350","2010-2014","AR",,,"Arkansas","05","Crittenden County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05035",,,"Crittenden County, Arkansas",49458,5674,7160,2731,3501,4464,922,25006,"Crittenden County, Arkansas",179,937,1032,569,632,746,339,1018
"G0500370","2010-2014","AR",,,"Arkansas","05","Cross County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05037",,,"Cross County, Arkansas",17337,1501,1854,1519,1339,1538,486,9100,"Cross County, Arkansas",140,509,405,420,365,416,189,682
"G0500390","2010-2014","AR",,,"Arkansas","05","Dallas County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05039",,,"Dallas County, Arkansas",7481,395,693,716,602,524,349,4202,"Dallas County, Arkansas",198,141,237,275,209,198,159,445
"G0500410","2010-2014","AR",,,"Arkansas","05","Desha County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05041",,,"Desha County, Arkansas",12472,1635,2247,718,761,926,228,5957,"Desha County, Arkansas",52,306,417,205,272,331,116,508
"G0500430","2010-2014","AR",,,"Arkansas","05","Drew County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05043",,,"Drew County, Arkansas",17569,3012,2139,1102,1013,1022,225,9056,"Drew County, Arkansas",265,786,371,376,332,267,132,710
"G0500450","2010-2014","AR",,,"Arkansas","05","Faulkner County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05045",,,"Faulkner County, Arkansas",112888,6749,10304,5697,6157,7898,2687,73396,"Faulkner County, Arkansas",529,972,1231,912,865,966,670,1809
"G0500470","2010-2014","AR",,,"Arkansas","05","Franklin County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05047",,,"Franklin County, Arkansas",17632,1275,2237,1209,1489,1287,674,9461,"Franklin County, Arkansas",204,394,530,425,504,324,257,610
"G0500490","2010-2014","AR",,,"Arkansas","05","Fulton County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05049",,,"Fulton County, Arkansas",11937,921,1534,819,656,1651,370,5986,"Fulton County, Arkansas",122,376,371,198,226,414,211,526
"G0500510","2010-2014","AR",,,"Arkansas","05","Garland County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05051",,,"Garland County, Arkansas",94660,9372,11503,7049,4278,6028,2797,53633,"Garland County, Arkansas",341,1142,1034,933,694,867,503,1633
"G0500530","2010-2014","AR",,,"Arkansas","05","Grant County","053",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05053",,,"Grant County, Arkansas",17757,1035,952,1178,956,1351,446,11839,"Grant County, Arkansas",123,304,275,354,303,387,224,544
"G0500550","2010-2014","AR",,,"Arkansas","05","Greene County","055",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05055",,,"Greene County, Arkansas",42190,2685,4831,2711,2186,4076,930,24771,"Greene County, Arkansas",240,581,949,589,584,748,324,1290
"G0500570","2010-2014","AR",,,"Arkansas","05","Hempstead County","057",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05057",,,"Hempstead County, Arkansas",22098,2195,3617,1712,1752,1625,715,10482,"Hempstead County, Arkansas",93,577,649,497,491,500,258,741
"G0500590","2010-2014","AR",,,"Arkansas","05","Hot Spring County","059",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05059",,,"Hot Spring County, Arkansas",31356,1684,2859,1914,1878,3258,742,19021,"Hot Spring County, Arkansas",515,440,572,522,415,671,242,1109
"G0500610","2010-2014","AR",,,"Arkansas","05","Howard County","061",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05061",,,"Howard County, Arkansas",13446,1394,1432,1202,1450,1050,598,6320,"Howard County, Arkansas",98,312,332,384,440,315,200,503
"G0500630","2010-2014","AR",,,"Arkansas","05","Independence County","063",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05063",,,"Independence County, Arkansas",35649,3933,4325,1850,2212,2973,927,19429,"Independence County, Arkansas",320,727,686,401,504,547,290,982
"G0500650","2010-2014","AR",,,"Arkansas","05","Izard County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05065",,,"Izard County, Arkansas",12761,840,1551,850,1334,1520,605,6061,"Izard County, Arkansas",230,211,327,268,388,318,207,458
"G0500670","2010-2014","AR",,,"Arkansas","05","Jackson County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05067",,,"Jackson County, Arkansas",14466,1544,2277,670,1054,1610,399,6912,"Jackson County, Arkansas",468,272,362,141,240,324,135,532
"G0500690","2010-2014","AR",,,"Arkansas","05","Jefferson County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05069",,,"Jefferson County, Arkansas",68776,6522,10339,4825,3605,5402,1752,36331,"Jefferson County, Arkansas",700,910,1162,908,600,833,402,1384
"G0500710","2010-2014","AR",,,"Arkansas","05","Johnson County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05071",,,"Johnson County, Arkansas",25072,1998,3322,2118,2167,2675,1135,11657,"Johnson County, Arkansas",173,422,587,571,500,547,327,761
"G0500730","2010-2014","AR",,,"Arkansas","05","Lafayette County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05073",,,"Lafayette County, Arkansas",7210,562,1312,507,381,652,246,3550,"Lafayette County, Arkansas",90,146,222,138,144,183,116,309
"G0500750","2010-2014","AR",,,"Arkansas","05","Lawrence County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05075",,,"Lawrence County, Arkansas",16466,1257,2626,1537,942,1186,720,8198,"Lawrence County, Arkansas",304,268,485,444,243,240,240,618
"G0500770","2010-2014","AR",,,"Arkansas","05","Lee County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05077",,,"Lee County, Arkansas",8697,1058,1535,683,841,980,229,3371,"Lee County, Arkansas",178,337,323,304,285,323,138,416
"G0500790","2010-2014","AR",,,"Arkansas","05","Lincoln County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05079",,,"Lincoln County, Arkansas",10394,1530,1241,802,482,1009,330,5000,"Lincoln County, Arkansas",385,365,309,251,207,282,208,452
"G0500810","2010-2014","AR",,,"Arkansas","05","Little River County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05081",,,"Little River County, Arkansas",12520,1068,990,764,937,807,577,7377,"Little River County, Arkansas",123,276,279,322,316,294,257,562
"G0500830","2010-2014","AR",,,"Arkansas","05","Logan County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05083",,,"Logan County, Arkansas",21620,1244,2453,1460,1761,2333,914,11455,"Logan County, Arkansas",189,352,456,412,419,497,428,837
"G0500850","2010-2014","AR",,,"Arkansas","05","Lonoke County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05085",,,"Lonoke County, Arkansas",69352,3369,5797,2892,3278,5140,1885,46991,"Lonoke County, Arkansas",172,667,873,632,620,881,534,1600
"G0500870","2010-2014","AR",,,"Arkansas","05","Madison County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05087",,,"Madison County, Arkansas",15552,863,2423,1476,1308,1251,538,7693,"Madison County, Arkansas",91,302,515,422,325,342,233,533
"G0500890","2010-2014","AR",,,"Arkansas","05","Marion County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05089",,,"Marion County, Arkansas",16332,1296,1770,1307,1492,1806,950,7711,"Marion County, Arkansas",95,311,372,265,487,468,467,681
"G0500910","2010-2014","AR",,,"Arkansas","05","Miller County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05091",,,"Miller County, Arkansas",42367,3553,4902,2870,2342,3600,1505,23595,"Miller County, Arkansas",281,682,759,630,565,717,406,1062
"G0500930","2010-2014","AR",,,"Arkansas","05","Mississippi County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05093",,,"Mississippi County, Arkansas",44484,6218,5647,3385,3474,3436,1248,21076,"Mississippi County, Arkansas",174,976,893,606,589,609,378,1183
"G0500950","2010-2014","AR",,,"Arkansas","05","Monroe County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05095",,,"Monroe County, Arkansas",7757,1190,1156,607,582,530,353,3339,"Monroe County, Arkansas",62,188,245,200,210,164,185,348
"G0500970","2010-2014","AR",,,"Arkansas","05","Montgomery County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05097",,,"Montgomery County, Arkansas",9132,684,1179,504,857,894,296,4718,"Montgomery County, Arkansas",105,260,325,189,238,217,120,382
"G0500990","2010-2014","AR",,,"Arkansas","05","Nevada County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05099",,,"Nevada County, Arkansas",8723,1060,1503,858,850,449,316,3687,"Nevada County, Arkansas",68,453,442,399,371,198,219,377
"G0501010","2010-2014","AR",,,"Arkansas","05","Newton County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05101",,,"Newton County, Arkansas",8065,370,1274,833,511,696,200,4181,"Newton County, Arkansas",50,128,264,340,185,192,127,385
"G0501030","2010-2014","AR",,,"Arkansas","05","Ouachita County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05103",,,"Ouachita County, Arkansas",25063,2740,2750,2321,1677,2282,676,12617,"Ouachita County, Arkansas",123,417,442,532,344,592,284,731
"G0501050","2010-2014","AR",,,"Arkansas","05","Perry County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05105",,,"Perry County, Arkansas",10174,659,712,453,918,983,238,6211,"Perry County, Arkansas",92,228,321,147,339,344,117,443
"G0501070","2010-2014","AR",,,"Arkansas","05","Phillips County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05107",,,"Phillips County, Arkansas",20585,2518,4481,1495,1394,2106,430,8161,"Phillips County, Arkansas",89,527,643,350,426,490,195,665
"G0501090","2010-2014","AR",,,"Arkansas","05","Pike County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05109",,,"Pike County, Arkansas",10993,831,1832,730,625,1070,628,5277,"Pike County, Arkansas",87,275,382,204,206,318,200,448
"G0501110","2010-2014","AR",,,"Arkansas","05","Poinsett County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05111",,,"Poinsett County, Arkansas",23795,2258,3640,2052,1703,2256,941,10945,"Poinsett County, Arkansas",154,510,563,527,440,520,383,761
"G0501130","2010-2014","AR",,,"Arkansas","05","Polk County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05113",,,"Polk County, Arkansas",20311,2014,2461,1574,1438,2154,691,9979,"Polk County, Arkansas",105,611,511,348,405,488,274,689
"G0501150","2010-2014","AR",,,"Arkansas","05","Pope County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05115",,,"Pope County, Arkansas",59513,3170,8054,3371,3817,5276,1829,33996,"Pope County, Arkansas",611,662,1148,669,797,1073,454,1507
"G0501170","2010-2014","AR",,,"Arkansas","05","Prairie County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05117",,,"Prairie County, Arkansas",8321,762,922,709,619,969,292,4048,"Prairie County, Arkansas",92,214,218,182,161,249,112,339
"G0501190","2010-2014","AR",,,"Arkansas","05","Pulaski County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05119",,,"Pulaski County, Arkansas",383099,29326,35485,18894,20458,28760,10569,239607,"Pulaski County, Arkansas",646,2008,2294,1793,1792,2194,1249,3618
"G0501210","2010-2014","AR",,,"Arkansas","05","Randolph County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05121",,,"Randolph County, Arkansas",17438,1783,2010,895,901,1272,630,9947,"Randolph County, Arkansas",169,496,411,215,287,357,237,730
"G0501230","2010-2014","AR",,,"Arkansas","05","St. Francis County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05123",,,"St. Francis County, Arkansas",23830,2695,3894,2533,2024,1357,381,10946,"St. Francis County, Arkansas",330,521,691,542,470,320,164,805
"G0501250","2010-2014","AR",,,"Arkansas","05","Saline County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05125",,,"Saline County, Arkansas",110209,3860,6108,3907,5342,7885,3657,79450,"Saline County, Arkansas",273,760,1005,820,924,1050,770,1785
"G0501270","2010-2014","AR",,,"Arkansas","05","Scott County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05127",,,"Scott County, Arkansas",10856,1040,1071,1147,687,1027,423,5461,"Scott County, Arkansas",139,262,284,339,223,305,195,502
"G0501290","2010-2014","AR",,,"Arkansas","05","Searcy County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05129",,,"Searcy County, Arkansas",7942,604,1250,496,711,676,638,3567,"Searcy County, Arkansas",81,169,339,188,248,234,346,349
"G0501310","2010-2014","AR",,,"Arkansas","05","Sebastian County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05131",,,"Sebastian County, Arkansas",124684,10351,17752,8240,6472,10058,4542,67269,"Sebastian County, Arkansas",605,1204,2070,1423,862,1115,856,2248
"G0501330","2010-2014","AR",,,"Arkansas","05","Sevier County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05133",,,"Sevier County, Arkansas",16993,1455,2390,1783,1677,1421,627,7640,"Sevier County, Arkansas",95,443,517,544,488,455,351,666
"G0501350","2010-2014","AR",,,"Arkansas","05","Sharp County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05135",,,"Sharp County, Arkansas",16752,1343,2575,1395,1289,1359,692,8099,"Sharp County, Arkansas",173,294,549,353,312,337,230,633
"G0501370","2010-2014","AR",,,"Arkansas","05","Stone County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05137",,,"Stone County, Arkansas",12417,1223,2099,1186,589,1090,440,5790,"Stone County, Arkansas",86,457,532,378,180,332,218,632
"G0501390","2010-2014","AR",,,"Arkansas","05","Union County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05139",,,"Union County, Arkansas",40363,4158,4429,2488,1798,3573,2079,21838,"Union County, Arkansas",197,712,782,556,419,713,525,1018
"G0501410","2010-2014","AR",,,"Arkansas","05","Van Buren County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05141",,,"Van Buren County, Arkansas",16828,2225,2201,1046,1253,1665,434,8004,"Van Buren County, Arkansas",124,588,426,332,361,432,159,647
"G0501430","2010-2014","AR",,,"Arkansas","05","Washington County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05143",,,"Washington County, Arkansas",204547,19630,22631,11487,13483,18320,5761,113235,"Washington County, Arkansas",610,1808,2364,1600,1771,2094,1227,2776
"G0501450","2010-2014","AR",,,"Arkansas","05","White County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05145",,,"White County, Arkansas",74385,5647,7842,3758,4475,6817,2436,43410,"White County, Arkansas",497,981,879,685,827,1133,592,1717
"G0501470","2010-2014","AR",,,"Arkansas","05","Woodruff County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US05147",,,"Woodruff County, Arkansas",6959,776,1042,619,526,695,191,3110,"Woodruff County, Arkansas",105,168,230,189,162,182,89,297
